Gender,Age_at_Matriculation,Marital_Status_Binary,Special_Needs_Status,Mother_Education_Level,Father_Education_Level,Mother_Occupation,Father_Occupation,First_Generation_Student,UTME_PostUME_Score,Secondary_School_Exit_Grade,Study_Mode,Faculty,Year_of_Study,Non_Resident_Student,Hostel_Residency,School_Fees_Payment_Status,Fee_Arrears_Status,Bursary_Scholarship_Status,Units_Registered_Semester_1,Units_Passed_Semester_1,Assessments_Sat_Semester_1,Units_No_Assessment_Semester_1,GPA_Semester_1_5pt,Pass_Rate_Semester_1,Units_Registered_Semester_2,Units_Passed_Semester_2,Assessments_Sat_Semester_2,Units_No_Assessment_Semester_2,GPA_Semester_2_5pt,Pass_Rate_Semester_2,CGPA_5point_Scale,GPA_Change,Dropout_Status
0,28,0,0,19,37,5,7,1,134.3,100.0,1,Sciences,1,1,0,1,0,0,17,17,21,0,3.35,1.0,17,17,19,0,3.39,1.0,3.37,0.04,0
0,20,0,0,37,1,9,9,1,138.4,151.0,1,Sciences,1,1,1,1,0,1,6,6,8,0,3.56,1.0,6,6,8,0,2.75,1.0,3.16,-0.81,0
0,30,0,0,37,38,90,7,1,120.0,120.0,0,Social_Sciences,4,1,1,1,0,0,11,9,19,1,3.36,0.818,7,7,7,0,3.68,1.0,3.52,0.32,1
0,19,0,0,1,19,9,7,1,123.5,135.0,1,Law,1,1,1,1,0,1,7,7,8,0,3.07,1.0,8,8,10,0,2.93,1.0,3.0,-0.14,0
0,22,0,0,19,19,3,3,1,116.1,121.0,1,Engineering,2,1,0,1,0,0,6,6,7,0,2.92,1.0,6,5,7,0,3.3,0.833,3.11,0.38,0
0,18,0,0,38,38,5,8,1,110.8,116.0,1,Social_Sciences,2,1,0,1,0,0,6,6,8,0,3.04,1.0,6,6,6,0,3.38,1.0,3.21,0.34,0
0,23,0,0,37,37,9,9,1,142.8,147.0,1,Sciences,5,1,0,1,0,0,6,2,11,0,2.5,0.333,6,2,15,0,2.75,0.333,2.62,0.25,1
0,18,0,0,1,19,5,7,1,155.5,160.0,1,Social_Sciences,1,1,1,1,0,0,6,6,6,0,3.5,1.0,6,6,6,0,3.75,1.0,3.62,0.25,0
0,18,0,0,37,19,7,7,1,126.7,133.0,1,Social_Sciences,2,1,1,1,0,0,6,5,9,0,2.96,0.833,6,4,6,0,3.0,0.667,2.98,0.04,0
1,50,1,0,37,37,0,0,1,163.5,100.0,1,Social_Sciences,5,0,0,0,1,0,6,1,7,0,3.75,0.167,5,0,12,0,0.0,0.0,1.88,-3.75,1
0,19,0,0,3,3,2,5,0,161.9,151.0,1,Engineering,4,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0
0,22,0,0,19,38,9,9,1,123.3,124.0,1,Engineering,3,1,0,1,0,0,6,6,7,0,2.71,1.0,6,6,6,0,2.67,1.0,2.69,-0.04,0
0,23,0,0,1,1,4,6,1,137.5,140.0,1,Sciences,1,0,0,1,1,1,6,6,7,0,3.29,1.0,6,6,6,0,3.5,1.0,3.4,0.21,0
0,20,0,0,1,1,4,5,1,166.6,170.0,1,Engineering,1,0,1,0,1,1,5,5,8,1,3.6,1.0,5,5,6,0,3.5,1.0,3.55,-0.1,1
0,44,1,0,37,37,9,10,1,103.5,133.1,1,Sciences,3,0,0,0,0,0,6,0,0,0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,1
1,49,1,0,37,37,9,9,1,110.0,133.1,1,Arts,4,0,0,1,0,0,12,7,17,0,3.0,0.583,12,9,19,0,2.81,0.75,2.9,-0.19,0
1,46,1,0,37,37,9,9,1,128.2,100.0,0,Medicine,2,0,0,1,0,0,10,9,13,0,3.05,0.9,10,10,12,0,3.2,1.0,3.12,0.15,0
1,41,0,0,37,37,1,9,1,137.7,120.0,1,Medicine,2,1,1,0,0,0,3,3,3,0,3.08,1.0,2,2,2,0,2.75,1.0,2.92,-0.33,1
1,18,0,0,38,19,9,8,1,128.8,133.0,1,Law,1,1,1,1,0,0,7,7,8,0,2.96,1.0,8,8,9,0,3.12,1.0,3.04,0.16,0
1,43,1,0,37,1,9,2,1,170.0,120.0,0,Social_Sciences,3,0,0,1,0,0,5,5,5,0,2.95,1.0,5,5,6,0,3.5,1.0,3.22,0.55,0
1,70,1,0,37,37,9,7,1,116.4,133.1,1,Arts,1,0,0,0,1,0,5,0,5,0,0.0,0.0,5,0,9,0,0.0,0.0,0.0,0.0,1
1,48,1,0,37,38,9,4,1,100.9,133.1,1,Engineering,1,0,1,1,0,0,6,0,0,0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,1
1,41,1,0,37,37,9,7,1,136.0,133.1,1,Social_Sciences,2,0,0,1,0,0,19,19,19,0,3.17,1.0,13,13,13,0,3.1,1.0,3.14,-0.07,0
1,21,0,0,19,19,9,3,1,130.0,140.0,1,Social_Sciences,2,0,1,1,0,0,6,6,8,0,3.14,1.0,6,4,10,0,3.25,0.667,3.2,0.11,0
1,35,0,0,38,37,9,8,1,100.0,100.0,1,Social_Sciences,1,0,0,0,1,0,7,3,18,0,2.81,0.429,7,0,7,0,0.0,0.0,1.4,-2.81,1
1,44,1,0,2,1,2,9,0,157.0,133.1,1,Arts,1,1,1,1,0,0,5,4,13,3,3.5,0.8,5,4,9,2,3.88,0.8,3.69,0.38,0
1,18,0,0,3,1,5,5,0,152.1,143.0,1,Engineering,2,1,1,1,1,0,5,4,15,0,3.33,0.8,5,2,6,0,3.38,0.4,3.36,0.05,1
1,45,1,0,37,37,0,0,1,162.9,165.0,0,Engineering,1,1,1,1,0,0,6,6,7,0,3.42,1.0,6,6,6,0,3.42,1.0,3.42,0.0,0
1,20,0,0,3,1,2,1,0,137.2,154.0,1,Medicine,2,0,1,1,0,0,6,3,12,0,2.5,0.5,6,5,9,0,2.7,0.833,2.6,0.2,0
1,22,0,0,1,38,9,1,1,140.0,140.0,1,Sciences,1,1,1,1,0,0,6,5,12,0,3.15,0.833,6,6,11,0,2.93,1.0,3.04,-0.22,0
1,39,0,0,37,38,5,7,1,146.5,140.0,1,Social_Sciences,2,0,1,1,0,0,5,3,10,0,4.33,0.6,5,1,11,0,4.25,0.2,4.29,-0.08,1
1,20,0,0,2,2,6,6,0,130.0,130.0,1,Medicine,2,0,0,0,0,0,6,5,10,0,3.3,0.833,6,3,21,0,3.0,0.5,3.15,-0.3,0
1,49,1,0,37,19,9,3,1,128.0,133.1,1,Social_Sciences,1,0,0,1,0,0,5,3,9,0,3.5,0.6,5,3,8,0,3.42,0.6,3.46,-0.08,1
1,43,0,0,5,5,2,2,0,190.0,190.0,1,Social_Sciences,1,1,1,1,0,0,4,4,4,0,3.47,1.0,1,1,1,0,3.12,1.0,3.3,-0.35,1
1,32,1,0,37,37,9,9,1,133.2,120.0,0,Engineering,1,1,0,1,0,0,5,0,5,0,0.0,0.0,5,0,5,0,0.0,0.0,0.0,0.0,1
1,47,0,0,37,37,9,9,1,124.3,100.0,1,Engineering,1,0,0,1,0,0,9,9,9,0,3.28,1.0,7,7,7,0,3.71,1.0,3.5,0.43,0
1,37,1,0,37,37,9,9,1,138.1,120.0,0,Law,5,0,0,1,0,1,5,5,8,0,3.25,1.0,5,4,11,2,3.33,0.8,3.29,0.08,1
1,41,1,0,19,1,4,8,1,144.3,133.1,0,Social_Sciences,1,0,0,1,0,0,10,10,10,0,3.12,1.0,7,7,7,0,3.04,1.0,3.08,-0.08,0
1,60,1,0,37,37,9,6,1,140.0,150.0,1,Social_Sciences,3,0,0,1,0,0,18,18,18,0,3.53,1.0,13,13,13,0,3.56,1.0,3.54,0.03,0
1,47,1,0,1,19,9,9,1,148.3,120.0,1,Sciences,1,0,1,1,0,0,11,11,11,0,3.68,1.0,9,9,9,0,3.94,1.0,3.81,0.26,0
1,50,0,0,37,11,9,7,1,96.0,133.1,0,Sciences,3,0,0,0,1,0,6,0,6,0,0.0,0.0,5,0,6,0,0.0,0.0,0.0,0.0,1
1,45,1,0,38,38,90,90,1,121.7,133.1,0,Medicine,3,1,0,1,0,0,5,0,5,0,0.0,0.0,5,0,5,0,0.0,0.0,0.0,0.0,1
1,45,0,0,37,37,9,8,1,160.0,100.0,1,Engineering,2,0,0,0,1,0,5,0,5,0,0.0,0.0,5,0,5,0,0.0,0.0,0.0,0.0,1
1,33,1,0,37,37,90,90,1,110.3,133.1,1,Social_Sciences,2,0,0,1,0,0,5,4,7,0,3.38,0.8,5,5,6,0,2.9,1.0,3.14,-0.48,0
1,18,0,0,3,3,2,2,0,129.0,143.0,1,Sciences,2,0,1,1,0,0,8,7,8,0,3.28,0.875,8,7,8,0,3.28,0.875,3.28,0.0,0
1,43,1,0,37,37,6,6,1,150.0,120.0,1,Arts,1,0,0,1,0,0,5,5,8,2,3.38,1.0,5,5,5,0,3.6,1.0,3.49,0.22,0
1,44,0,0,19,37,4,10,1,100.0,161.0,0,Medicine,4,0,0,1,0,0,13,13,18,0,2.96,1.0,11,11,11,0,3.0,1.0,2.98,0.04,0
1,29,0,0,34,36,0,90,1,107.5,133.1,1,Social_Sciences,3,0,0,1,0,0,5,0,5,0,0.0,0.0,5,0,5,0,0.0,0.0,0.0,0.0,1
1,53,1,0,2,1,3,9,0,170.0,140.0,1,Sciences,5,0,0,0,1,0,6,3,11,0,3.58,0.5,6,0,6,0,0.0,0.0,1.79,-3.58,1
1,37,1,0,37,37,9,9,1,123.0,123.0,0,Social_Sciences,1,0,0,1,0,0,5,5,10,0,3.95,1.0,5,5,5,0,4.4,1.0,4.18,0.45,0
1,18,0,0,38,1,8,10,1,138.5,142.0,1,Arts,3,1,0,1,0,0,6,5,16,0,3.45,0.833,6,5,7,0,3.1,0.833,3.28,-0.35,0
1,35,0,0,38,38,4,4,1,140.0,133.1,1,Social_Sciences,4,0,0,1,1,0,10,6,18,0,3.17,0.6,9,3,11,2,3.0,0.333,3.08,-0.17,1
1,23,0,0,19,1,3,7,1,113.6,115.0,1,Law,1,0,0,1,0,0,6,6,10,0,3.25,1.0,6,6,9,0,3.0,1.0,3.12,-0.25,0
1,22,0,0,19,38,9,5,1,170.0,156.0,1,Social_Sciences,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0
1,33,0,0,37,37,90,5,1,115.5,140.0,0,Law,3,0,1,0,0,0,6,1,6,0,2.75,0.167,6,0,0,0,0.0,0.0,1.38,-2.75,1
1,41,0,0,37,26,90,10,1,130.0,130.0,1,Social_Sciences,2,0,1,0,0,0,5,0,9,4,0.0,0.0,5,0,9,3,0.0,0.0,0.0,0.0,1
1,51,1,0,37,38,9,7,1,140.0,140.0,1,Sciences,3,0,1,1,0,0,7,7,7,0,3.8,1.0,8,8,8,0,4.14,1.0,3.97,0.34,0
1,19,0,0,12,5,3,3,0,126.6,140.0,1,Engineering,1,0,0,1,0,0,6,6,7,0,3.61,1.0,7,7,8,0,3.59,1.0,3.6,-0.02,0
1,35,0,0,37,37,9,9,1,143.2,133.1,0,Engineering,3,0,0,1,0,0,5,0,5,0,0.0,0.0,5,0,5,0,0.0,0.0,0.0,0.0,1
1,20,0,0,19,1,4,7,1,131.4,131.0,1,Medicine,1,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0
1,18,0,0,3,2,2,2,0,133.3,141.0,1,Arts,1,1,0,1,0,0,6,4,13,0,3.44,0.667,6,5,8,0,2.8,0.833,3.12,-0.64,0
1,18,0,0,19,37,9,9,1,118.3,120.0,1,Arts,1,0,1,0,1,1,6,5,11,0,3.04,0.833,6,3,15,0,3.0,0.5,3.02,-0.04,1
1,21,0,0,2,1,4,6,0,140.0,140.0,1,Engineering,3,0,0,1,0,0,6,5,12,0,3.04,0.833,6,5,11,0,2.92,0.833,2.98,-0.12,0
1,21,0,0,1,19,6,6,1,124.7,132.0,1,Sciences,3,1,1,1,0,0,6,6,9,0,3.0,1.0,6,5,8,0,2.9,0.833,2.95,-0.1,0
1,34,1,0,19,37,4,7,1,140.0,130.0,1,Arts,2,0,0,1,0,0,5,3,10,1,2.92,0.6,5,4,7,0,3.19,0.8,3.06,0.27,0
1,34,1,0,37,37,6,7,1,150.0,140.0,1,Social_Sciences,2,1,1,1,0,0,6,0,9,0,0.0,0.0,6,0,6,0,0.0,0.0,0.0,0.0,1
1,21,0,0,3,3,4,10,0,115.6,110.0,1,Engineering,4,1,1,1,0,0,6,6,10,0,2.97,1.0,6,5,8,0,3.0,0.833,2.99,0.03,0
1,32,0,0,3,37,3,7,0,116.9,140.0,1,Social_Sciences,2,0,0,1,0,0,11,7,15,0,2.82,0.636,7,6,10,0,3.08,0.857,2.95,0.26,0
1,30,0,0,37,37,5,7,1,123.4,130.0,1,Sciences,3,1,0,1,0,0,6,2,17,0,2.5,0.333,6,3,15,0,2.83,0.5,2.66,0.33,1
1,19,0,0,1,3,3,7,0,146.5,137.0,1,Engineering,2,1,1,1,1,0,12,11,13,0,3.0,0.917,11,10,15,0,2.8,0.909,2.9,-0.2,0
1,20,0,0,1,19,8,8,1,117.1,158.0,1,Social_Sciences,2,1,1,1,0,0,7,6,7,0,3.46,0.857,6,5,7,0,3.25,0.833,3.36,-0.21,1
1,18,0,0,19,19,9,7,1,113.9,124.0,1,Sciences,2,1,1,1,0,0,6,0,0,0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,1
1,19,0,0,3,3,2,2,0,128.7,136.0,1,Medicine,1,0,0,1,0,0,6,6,7,0,3.61,1.0,6,6,6,0,3.12,1.0,3.36,-0.49,0
1,18,0,0,3,3,3,3,0,132.9,142.0,1,Engineering,3,1,1,1,0,0,7,5,8,0,3.55,0.714,7,6,9,0,3.1,0.857,3.32,-0.45,1
1,27,0,0,1,19,4,8,1,123.0,150.0,0,Sciences,2,0,1,1,0,0,5,4,8,0,2.88,0.8,5,3,9,0,2.58,0.6,2.73,-0.3,1
1,52,0,0,1,1,9,9,1,129.8,120.0,1,Engineering,1,1,0,1,0,0,6,5,7,0,3.25,0.833,6,6,6,0,3.75,1.0,3.5,0.5,0
1,29,1,0,1,1,4,5,1,156.1,149.0,1,Arts,4,1,1,0,0,0,6,0,6,0,0.0,0.0,6,0,8,0,0.0,0.0,0.0,0.0,1
1,22,0,0,1,19,4,4,1,120.0,130.0,1,Social_Sciences,2,1,1,0,1,0,6,3,12,0,2.83,0.5,6,2,13,0,2.75,0.333,2.79,-0.08,1
1,28,0,0,38,38,9,6,1,117.2,110.0,1,Social_Sciences,2,1,1,1,0,0,18,18,45,12,3.12,1.0,13,12,26,6,2.86,0.923,2.99,-0.26,0
1,30,0,0,1,1,90,3,1,107.0,133.1,1,Sciences,4,1,1,1,0,0,5,0,5,0,0.0,0.0,5,0,5,0,0.0,0.0,0.0,0.0,1
0,18,0,0,1,1,5,3,1,128.4,134.0,1,Sciences,2,1,1,1,0,0,7,7,7,0,3.37,1.0,8,8,9,0,3.49,1.0,3.43,0.12,0
0,21,0,0,38,37,5,5,1,123.4,130.0,1,Social_Sciences,1,1,1,1,0,0,5,4,5,0,2.94,0.8,5,3,5,0,3.33,0.6,3.14,0.39,0
0,20,0,0,37,37,9,9,1,126.7,141.0,1,Law,4,1,1,1,1,1,6,6,9,0,3.33,1.0,6,6,10,0,3.67,1.0,3.5,0.34,0
0,21,0,0,37,37,3,3,1,123.0,123.0,1,Law,2,1,1,1,0,1,8,8,8,0,3.28,1.0,8,8,8,0,3.28,1.0,3.28,0.0,0
0,32,1,0,19,37,7,9,1,137.2,133.1,0,Sciences,1,0,0,0,1,0,5,0,5,0,0.0,0.0,5,0,6,0,0.0,0.0,0.0,0.0,1
1,20,0,0,37,37,9,9,1,125.9,122.0,1,Social_Sciences,1,1,1,1,0,1,6,6,6,0,3.88,1.0,6,6,7,0,3.04,1.0,3.46,-0.84,0
1,19,0,0,1,19,4,5,1,138.0,132.0,1,Medicine,3,1,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1
1,18,0,0,1,1,9,5,1,128.2,133.1,1,Engineering,2,0,0,0,1,0,6,4,6,0,2.81,0.667,6,3,7,0,3.08,0.5,2.94,0.27,1
1,23,0,0,37,2,9,4,0,126.5,130.0,0,Law,2,1,0,0,0,0,15,12,24,0,2.75,0.8,14,11,21,1,2.84,0.786,2.8,0.09,1
1,20,0,0,1,1,3,3,1,112.4,111.0,1,Sciences,4,1,0,1,0,0,6,6,10,0,3.08,1.0,6,4,9,0,3.25,0.667,3.16,0.17,0
0,46,1,0,37,37,9,9,1,109.0,133.1,1,Medicine,3,1,1,1,0,0,9,8,18,2,2.84,0.889,5,5,11,0,2.95,1.0,2.9,0.11,0
1,27,0,0,3,3,2,2,0,100.0,125.0,1,Arts,1,0,0,1,0,0,18,18,19,0,3.06,1.0,12,12,15,0,3.1,1.0,3.08,0.04,0
1,20,0,0,3,19,1,10,0,144.7,137.0,1,Medicine,1,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0
1,41,1,0,37,37,9,9,1,120.0,100.0,0,Arts,1,1,0,1,0,0,9,9,11,0,3.0,1.0,7,6,8,0,3.0,0.857,3.0,0.0,0
1,40,0,0,1,3,192,3,0,100.0,133.1,1,Engineering,3,0,0,1,1,0,5,1,10,0,2.75,0.2,5,1,10,0,2.5,0.2,2.62,-0.25,0
1,37,1,0,1,1,5,5,1,154.0,150.0,0,Medicine,1,0,0,1,0,0,16,16,17,0,3.53,1.0,11,10,14,0,3.25,0.909,3.39,-0.28,0
1,20,0,0,38,38,5,10,1,111.3,120.0,1,Engineering,2,0,1,1,0,0,5,5,8,0,2.55,1.0,5,5,7,0,2.8,1.0,2.68,0.25,0
0,20,0,0,1,1,4,4,1,150.0,150.0,1,Engineering,3,1,0,1,0,0,5,4,7,1,3.0,0.8,5,4,6,0,3.1,0.8,3.05,0.1,0
0,26,0,0,1,37,4,1,1,100.0,133.1,0,Arts,4,0,0,1,0,0,9,9,11,0,3.08,1.0,7,7,7,0,3.14,1.0,3.11,0.06,0
1,54,1,0,37,37,9,7,1,162.5,133.1,0,Arts,1,0,0,1,0,0,9,9,9,0,3.58,1.0,7,7,7,0,3.46,1.0,3.52,-0.12,0
1,21,0,0,19,19,5,5,1,134.1,132.0,1,Medicine,3,1,0,1,0,0,6,6,6,0,3.79,1.0,6,6,9,0,3.5,1.0,3.64,-0.29,0
0,20,0,0,1,1,9,9,1,133.0,134.0,1,Engineering,1,1,0,1,0,1,6,6,8,0,3.79,1.0,6,6,8,0,3.79,1.0,3.79,0.0,0
0,18,0,0,1,19,5,5,1,119.0,126.0,1,Arts,3,1,1,1,0,0,6,0,0,0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,1
0,19,0,0,1,19,4,9,1,131.1,136.0,1,Arts,1,1,1,1,0,0,7,6,9,0,3.35,0.857,8,7,12,0,3.32,0.875,3.34,-0.03,0
0,18,0,0,38,1,4,10,1,129.4,129.0,1,Sciences,2,1,1,1,0,0,6,6,7,0,3.08,1.0,6,6,7,0,3.04,1.0,3.06,-0.04,0
0,19,0,0,3,1,2,8,0,123.9,126.0,1,Engineering,3,1,1,1,0,0,6,4,13,0,2.95,0.667,6,4,18,0,3.05,0.667,3.0,0.1,0
0,22,0,0,1,1,4,7,1,140.0,140.0,1,Engineering,1,1,0,1,1,0,6,6,9,0,3.0,1.0,6,3,12,0,3.0,0.5,3.0,0.0,1
0,19,0,0,2,1,4,4,0,162.0,162.0,1,Engineering,1,0,0,1,0,0,6,6,7,0,3.75,1.0,6,6,8,0,3.91,1.0,3.83,0.16,0
0,21,0,0,3,2,4,2,0,131.6,148.0,1,Medicine,3,1,1,1,0,0,12,8,12,0,3.47,0.667,11,9,13,1,3.18,0.818,3.32,-0.29,1
0,20,0,0,3,3,132,132,0,110.6,119.0,1,Social_Sciences,3,0,0,1,0,0,7,6,9,0,2.96,0.857,7,6,7,0,3.58,0.857,3.27,0.62,0
0,18,0,0,1,19,5,5,1,117.4,123.0,1,Arts,2,1,0,1,0,1,6,6,6,0,3.12,1.0,6,6,6,0,3.46,1.0,3.29,0.34,0
0,18,0,0,38,38,7,7,1,137.8,150.0,1,Medicine,3,1,1,1,0,1,6,6,6,0,3.75,1.0,6,6,6,0,3.88,1.0,3.82,0.13,0
0,20,0,0,1,1,5,4,1,106.7,113.0,1,Engineering,2,1,1,1,1,0,6,2,10,0,2.92,0.333,6,4,10,0,2.62,0.667,2.77,-0.3,1
0,18,0,0,19,37,3,8,1,156.9,152.0,1,Law,1,0,1,1,0,1,7,7,10,0,3.67,1.0,8,8,8,0,3.66,1.0,3.66,-0.01,0
0,18,0,0,3,3,1,3,0,129.0,154.0,1,Social_Sciences,1,1,0,1,0,0,8,6,9,2,3.34,0.75,8,6,9,2,3.34,0.75,3.34,0.0,0
0,20,0,0,1,34,9,9,1,124.8,130.0,1,Law,1,1,1,1,0,1,6,5,7,0,3.2,0.833,6,6,6,0,3.08,1.0,3.14,-0.12,0
0,19,0,0,1,1,1,1,1,115.1,121.0,1,Sciences,4,1,0,1,0,0,6,6,10,0,2.71,1.0,6,6,7,0,3.04,1.0,2.88,0.33,0
0,18,0,0,3,3,1,2,0,146.7,153.0,1,Medicine,2,1,1,1,0,0,6,6,6,0,3.42,1.0,6,5,6,0,3.5,0.833,3.46,0.08,0
0,18,0,0,3,1,4,5,0,132.8,148.0,1,Engineering,2,0,1,1,0,0,8,7,8,0,3.63,0.875,8,7,8,0,3.63,0.875,3.63,0.0,0
0,18,0,0,37,37,0,90,1,159.1,143.0,1,Engineering,2,0,0,1,1,1,5,5,5,0,3.6,1.0,5,5,5,0,3.5,1.0,3.55,-0.1,1
0,20,0,0,19,1,5,4,1,137.6,147.0,1,Arts,4,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0
0,19,0,0,1,19,9,9,1,124.0,138.0,1,Engineering,1,0,0,1,0,1,6,6,6,0,3.29,1.0,6,6,6,0,3.46,1.0,3.38,0.17,0
1,36,0,0,3,3,2,2,0,149.0,120.0,1,Social_Sciences,2,0,1,0,0,0,6,2,15,0,2.88,0.333,7,0,9,0,0.0,0.0,1.44,-2.88,1
0,19,0,0,1,40,9,2,1,129.6,145.0,1,Social_Sciences,2,0,0,1,0,1,6,6,7,0,2.83,1.0,6,6,7,0,3.11,1.0,2.97,0.28,0
0,18,0,0,3,1,2,5,0,110.0,118.0,1,Arts,2,1,1,1,0,0,6,6,6,0,3.0,1.0,6,5,6,0,3.4,0.833,3.2,0.4,0
0,18,0,0,19,19,3,3,1,116.1,121.0,1,Engineering,1,0,0,1,0,1,6,6,6,0,3.29,1.0,6,6,6,0,3.04,1.0,3.16,-0.25,0
0,18,0,0,38,38,5,8,1,133.3,135.0,1,Sciences,4,1,1,1,0,1,6,6,6,0,3.71,1.0,6,6,6,0,3.54,1.0,3.62,-0.17,0
0,19,0,0,1,1,9,8,1,144.3,140.0,1,Engineering,4,1,1,1,0,0,7,7,7,0,3.25,1.0,9,9,9,0,3.31,1.0,3.28,0.06,0
0,18,0,0,1,1,4,8,1,133.6,145.0,1,Social_Sciences,2,1,0,1,0,0,7,7,8,0,3.27,1.0,8,8,8,0,3.24,1.0,3.26,-0.03,0
0,19,0,0,1,37,9,9,1,123.2,133.0,1,Sciences,3,1,0,1,0,1,6,6,8,0,3.33,1.0,6,6,7,0,3.42,1.0,3.38,0.09,0
0,18,0,0,3,1,3,7,0,137.2,127.0,1,Engineering,4,1,1,1,0,0,6,6,7,0,3.04,1.0,6,4,10,0,3.19,0.667,3.12,0.15,0
0,22,0,0,40,19,3,5,1,130.0,130.0,1,Engineering,3,1,0,0,0,1,6,6,8,0,2.75,1.0,6,4,10,0,3.0,0.667,2.88,0.25,0
0,18,0,0,19,1,9,8,1,110.0,117.0,1,Sciences,1,1,1,0,1,0,6,0,0,0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,1
0,19,0,0,19,19,5,5,1,118.0,125.0,1,Social_Sciences,2,1,1,1,0,0,5,5,7,0,3.4,1.0,5,5,6,0,3.05,1.0,3.22,-0.35,0
0,18,0,0,38,38,9,9,1,128.4,141.0,1,Law,2,1,1,1,0,0,6,6,6,0,3.88,1.0,6,6,6,0,3.5,1.0,3.69,-0.38,0
0,19,0,0,1,3,5,3,0,113.6,122.0,1,Sciences,2,0,0,1,0,0,7,7,7,0,3.46,1.0,7,7,7,0,3.57,1.0,3.51,0.11,0
0,20,0,0,19,1,9,3,1,113.5,118.0,1,Social_Sciences,3,1,1,1,1,0,5,2,10,0,2.88,0.4,5,3,8,0,2.5,0.6,2.69,-0.38,0
0,18,0,0,1,38,3,5,1,146.9,142.0,1,Arts,4,1,1,1,0,1,6,6,6,0,3.25,1.0,6,6,6,0,3.04,1.0,3.14,-0.21,0
0,23,0,0,3,3,2,10,0,141.3,143.0,1,Social_Sciences,4,0,0,0,1,0,6,6,10,0,3.5,1.0,6,4,11,0,3.25,0.667,3.38,-0.25,0
0,20,0,0,1,3,4,7,0,129.7,143.0,1,Arts,2,1,0,1,0,0,4,0,4,0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,1
0,20,0,0,3,1,9,3,0,121.3,123.0,1,Social_Sciences,1,1,1,1,0,0,6,6,6,0,2.79,1.0,6,6,9,0,2.88,1.0,2.84,0.09,0
0,22,0,0,1,1,9,4,1,109.1,115.0,1,Social_Sciences,5,1,0,0,1,1,6,0,0,0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,1
0,18,0,0,19,38,5,7,1,107.1,112.0,1,Sciences,3,1,0,1,0,1,7,7,8,0,3.04,1.0,7,6,9,0,3.42,0.857,3.23,0.38,0
0,18,0,0,19,38,9,9,1,129.2,135.0,1,Arts,1,0,0,1,0,1,7,7,7,0,3.54,1.0,8,8,9,0,3.41,1.0,3.48,-0.13,0
0,18,0,0,3,4,3,3,0,154.1,162.0,1,Arts,4,0,0,1,0,0,7,7,7,0,3.61,1.0,8,8,9,0,3.54,1.0,3.58,-0.07,0
0,18,0,0,19,3,4,4,0,147.2,143.0,1,Sciences,4,0,0,1,0,0,7,7,7,0,3.93,1.0,7,7,7,0,3.75,1.0,3.84,-0.18,0
0,21,0,0,1,1,4,4,1,120.0,130.0,1,Engineering,2,0,1,1,0,0,5,5,9,0,3.2,1.0,5,3,11,0,3.17,0.6,3.18,-0.03,0
0,20,0,0,1,37,4,5,1,130.8,136.0,1,Medicine,2,0,0,1,0,0,6,6,6,0,3.12,1.0,6,6,8,0,2.88,1.0,3.0,-0.24,0
0,18,0,0,1,1,4,4,1,120.8,125.0,1,Social_Sciences,2,1,0,1,0,0,6,6,6,0,3.62,1.0,6,6,6,0,3.21,1.0,3.42,-0.41,0
0,20,0,0,19,37,3,5,1,125.4,132.0,1,Social_Sciences,1,1,1,0,0,1,7,7,7,0,3.37,1.0,8,7,10,0,3.29,0.875,3.33,-0.08,0
0,25,0,0,34,37,9,90,1,121.3,123.0,0,Medicine,1,1,1,1,0,0,6,6,6,0,3.21,1.0,6,6,6,0,3.21,1.0,3.21,0.0,0
0,18,0,0,19,19,9,9,1,127.0,142.0,1,Arts,3,1,0,1,0,1,5,5,10,0,3.0,1.0,5,4,8,0,2.9,0.8,2.95,-0.1,0
0,19,0,0,12,19,9,3,1,151.6,147.0,1,Social_Sciences,1,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0
0,20,0,0,1,19,4,7,1,131.6,140.0,1,Arts,1,1,1,1,0,0,7,6,9,0,3.68,0.857,7,6,16,0,3.3,0.857,3.49,-0.38,0
